Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Library Name,BioSampleModel,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,tissue,isolate,HOST,isolation_source,BREED,dev_stage,sex,lat_lon,AGE,collected_by,BIOMATERIAL_PROVIDER,aliquot,identified_by,replicate,strain,Other,Cultivar,env_broad_scale,env_local_scale,env_medium,ecotype,treatment,ExtendedName,isol_growth_condt,lab_identifier,altitude,Diet,fragment_length (exp),unique,source_name,tmp,Sample_name,sample_type,Developmental_Stage,GEO_Accession (exp),replicate_num,env_biome,specimen_voucher,temp,host_tissue_sampled,PHENOTYPE,common_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,ena_first_public,ena_last_update,Scientific_Name,Development_stage,Organism_part,SampleIdentifier,project_name,specimen_with_known_storage_state,mean_tethered_flight_distance,time_course_exposure,sampleID,cell_type,host_life_stage,Depth,genotype,store_cond,Birth_date,birth_location,breeding_history,breeding_method,cell_line,cell_subtype,culture_collection,death_date,disease,disease_stage,growth_protocol,health_state,stud_book_number,body_site,label,samp_mat_process,tissue_type,Authors,gender,barcoding_center,collecting_institution,elevation,GAL,GAL_sample_id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),geographical_location,habitat,identifier_affiliation,lifestage,notes,Original_Collector,sample_collection_device_or_method,sample_derived_from,Sample_ID/FastQ_file_ID,specimen_id,tolid,biological_replicates,Control,agrochem_addition,ArrayExpress-SPECIES,ArrayExpress-STRAIN_OR_LINE,AssemblyName,biosample_accession,chem_administration,collection_method,cur_vegetation,ENA_first_public
SRR6881719,RNA-Seq,300,7015218300,PRJNA445329,SAMN08779713,2944966003,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3834110,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,IC,SRP136288,2018-03-22T22:00:00Z,1,ic,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with indoxacarb,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6881720,RNA-Seq,300,6239346600,PRJNA445329,SAMN08779712,2613198256,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3834109,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,CP,SRP136288,2018-03-22T21:59:00Z,1,cp,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with chlorpyrifos,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6881721,RNA-Seq,300,7171080000,PRJNA445329,SAMN08779711,2911708914,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3834108,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,CK,SRP136288,2018-03-22T22:03:00Z,1,ck,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with DMSO,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6881722,RNA-Seq,300,8704792800,PRJNA445329,SAMN08779710,3472919680,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3834107,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,AM,SRP136288,2018-03-22T22:03:00Z,1,am,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with abamectin,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1565435,RNA-Seq,180,6096794220,PRJNA260335,SAMN03020259,4132846028,"INSTITUTE OF COTTON RESEARCH, CHINESE ACADEMY OF A",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX692537,Illumina HiSeq 2000,SINGLE,PolyA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2015-04-01T00:00:00Z,Helicoverpa armigera PG,SRP046210,2014-11-15T21:13:00Z,1,Helicoverpa armigera,Model organism or animal,,,,,pheromone gland,,,,natural,,female,,adult,,"Institute of Cotton Research\, Chinese Academy of Agricultural Sciences",,,,anyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6877429,RNA-Seq,300,6575422800,PRJNA445220,SAMN08771249,2628454251,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3830261,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,MG,SRP136223,2018-03-22T05:57:00Z,1,mg,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed cotton leaves,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6877430,RNA-Seq,300,9050388900,PRJNA445220,SAMN08771248,3833230462,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3830260,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,AD,SRP136223,2018-03-22T05:46:00Z,1,ad,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with artificial diet,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6877431,RNA-Seq,300,8285979900,PRJNA445220,SAMN08771251,3282986381,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3830259,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,GM,SRP136223,2018-03-22T06:03:00Z,1,gm,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with soybean leaves,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6877432,RNA-Seq,300,7314737100,PRJNA445220,SAMN08771250,2908301704,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3830258,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,ZM,SRP136223,2018-03-22T05:44:00Z,1,zm,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with maize,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6877433,RNA-Seq,300,7042907700,PRJNA445220,SAMN08771252,2799452044,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3830257,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2018-03-22T00:00:00Z,CA,SRP136223,2018-03-22T05:43:00Z,1,ca,Invertebrate,China,Asia,China:CAAS,2017,Whole body,larvae feed with chili fruits,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1555741,RNA-Seq,72,604303657,PRJNA258614,SAMN02400131,425180939,CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX684363,Illumina HiSeq 2000,SINGLE,unspecified,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2015-08-21T00:00:00Z,Transcriptome of Helicoverpa armigera,SRP045667,2015-12-16T23:53:00Z,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1555742,RNA-Seq,66,608228412,PRJNA258614,SAMN02400131,543851998,CHINA AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX684363,Illumina HiSeq 2000,SINGLE,unspecified,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2015-08-21T00:00:00Z,Transcriptome of Helicoverpa armigera,SRP045667,2015-12-04T07:08:00Z,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409415,RNA-Seq,300,7731459900,PRJNA347580,SAMN05892035,3288150046,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2235603,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2017-10-10T00:00:00Z,Larvae-1,SRP091351,2016-10-26T10:49:00Z,1,Larvae-1,Invertebrate,China,Asia,China: Henan,2005-07,Malpighian tubules,Larvae,not collected,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409477,RNA-Seq,300,6784540500,PRJNA347580,SAMN05892044,2906135667,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2235659,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2017-10-10T00:00:00Z,Larvae-2,SRP091351,2016-10-26T10:45:00Z,1,Larvae-2,Invertebrate,China,Asia,China: Henan,2005-07,Malpighian tubules,Larvae,not collected,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409501,RNA-Seq,300,7450428300,PRJNA347580,SAMN05892050,3205480852,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2235701,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2017-10-10T00:00:00Z,female-1,SRP091351,2016-10-26T10:48:00Z,1,female-1,Invertebrate,China,Asia,China: Henan,2005-07,Malpighian tubules,female adult,not collected,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409514,RNA-Seq,300,7054693500,PRJNA347580,SAMN05892057,3033190141,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2235703,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2017-10-10T00:00:00Z,female-2,SRP091351,2016-10-26T10:47:00Z,1,Female-2,Invertebrate,China,Asia,China: Henan,2005-07,Malpighian tubules,female adult,not collected,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409523,RNA-Seq,300,6610122300,PRJNA347580,SAMN05892086,2858241495,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2235707,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2017-10-10T00:00:00Z,male-1,SRP091351,2016-10-26T10:45:00Z,1,male-1,Invertebrate,China,Asia,China: Henan,2005-07,Malpighian tubules,male adult,not collected,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409536,RNA-Seq,300,6492088500,PRJNA347580,SAMN05892091,2779394470,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2235709,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2017-10-10T00:00:00Z,male-2,SRP091351,2016-10-26T10:48:00Z,1,male-2,Invertebrate,China,Asia,China: Henan,2005-07,Malpighian tubules,male adult,not collected,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8442774,RNA-Seq,300,7847497500,PRJNA515190,SAMN10743834,3104474919,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5249947,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2019-01-15T00:00:00Z,Helicoverpa_armigera_midgut_R2,SRP179439,2019-01-15T06:35:00Z,1,R-2,Invertebrate,China,Asia,China:beijing,2016-10,Gut,resistance_2,Gossypium hirsutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8442775,RNA-Seq,300,8497140300,PRJNA515190,SAMN10743835,3307284465,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5249946,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2019-01-15T00:00:00Z,Helicoverpa_armigera_midgut_R3,SRP179439,2019-01-15T06:35:00Z,1,R-3,Invertebrate,China,Asia,China:beijing,2016-10,Gut,resistance_3,Gossypium hirsutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1238087,RNA-Seq,197,4716711394,PRJNA244590,SAMN02727541,3230291334,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX516834,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Mixed-feeding_5th_instar-antennae,SRP041166,2014-04-20T03:53:00Z,1,Male-adult-tarsus,Model organism or animal,,,,,Antenna,,,,GR,5th instar,not determined,,5th instar,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1238089,RNA-Seq,197,4879840029,PRJNA244590,SAMN02727571,3378871698,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX516871,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Mixed-feeding_5th_instar-mouthpart,SRP041166,2014-04-20T03:56:00Z,1,Mixed-feeding_5th_instar-mouthpart,Model organism or animal,,,,,mouthpart,,,,GR,,not determined,,5th instar,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1238090,RNA-Seq,197,4931856616,PRJNA244590,SAMN02727611,3421394696,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX516872,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Male-adult-tarsus,SRP041166,2014-04-20T03:54:00Z,1,Male-adult-tarsus,Model organism or animal,,,,,tarsus,,,,GR,,male,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239328,RNA-Seq,198,4603623644,PRJNA244590,SAMN02727612,3130641269,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518085,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Female-adult-tarsus,SRP041166,2014-04-20T03:55:00Z,1,Female-adult-tarsus,Model organism or animal,,,,,tarsus,,,,GR,,female,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239329,RNA-Seq,202,5240526804,PRJNA244590,SAMN02727613,3256511552,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518086,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Mixed_feeding_5th_instar_fatbody,SRP041166,2014-04-20T03:45:00Z,1,Mixed_feeding_5th_instar_fatbody_wei,Model organism or animal,,,,,fat body,,,,GR,,not determined,,5th larvae instar ,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239330,RNA-Seq,202,3457095872,PRJNA244590,SAMN02727614,2152690432,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518087,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Female_adult_abdomen,SRP041166,2014-04-20T03:33:00Z,1,Female_adult_abdomen_wei,Model organism or animal,,,,,abdomen,,,,GR,,female,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239331,RNA-Seq,202,7116978736,PRJNA244590,SAMN02727615,4403238134,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518088,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Female_adult_head_wei,SRP041166,2014-04-20T03:44:00Z,1,Female_adult_head_wei,Model organism or animal,,,,,head,,,,GR,,female,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239333,RNA-Seq,202,3509504368,PRJNA244590,SAMN02727616,2193707972,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518089,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Female_adult_head_wei_DSN,SRP041166,2014-04-20T03:35:00Z,1,Female_adult_head_wei_DSN,Model organism or animal,,,,,head,,,,GR,,female,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239334,RNA-Seq,202,6261206544,PRJNA244590,SAMN02727618,3916012175,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518090,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-27T00:00:00Z,Male_adult_head_wei,SRP041166,2014-04-20T03:44:00Z,1,Male_adult_head_wei,Model organism or animal,,,,,head,,,,GR,,male,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1239335,RNA-Seq,202,4601106308,PRJNA244590,SAMN02727617,2858874069,CSIRO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX518091,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2014-04-23T00:00:00Z,Male_adult_head_wei_DSN,SRP041166,2014-04-20T03:40:00Z,1,Male_adult_head_wei_DSN,Model organism or animal,,,,,head,,,,GR,,male,,adult,,"Dr Tom Walsh\, CSIRO Ecosystem Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1141252,RNA-Seq,90,2329257240,PRJNA236338,SAMN02595606,1591359648,CENTRAL CHINA NORMAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX447615,Illumina HiSeq 2000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2015-07-22T00:00:00Z,Helicoverpa armigera fat bdy,SRP035647,2015-11-30T14:33:00Z,2,Helicoverpa armigera transcriptom,,,,,,,fat body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGN-challenged fat body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9900939,RNA-Seq,100,6830503400,PRJNA558636,SAMN12496221,4191731163,NANJING  ARGRICULTURE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6652762,BGISEQ-500,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Helicoverpa armigera,BGISEQ,2020-06-02T00:00:00Z,X444_3,SRP217350,2019-08-06T15:49:00Z,1,Hasp41,Invertebrate,China,Asia,China: NanJing Jiangsu,10/7/2018,Midgut,not collected,not collected,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
