Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Library Name,BioSampleModel,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,tissue,isolate,HOST,isolation_source,BREED,dev_stage,sex,lat_lon,AGE,collected_by,BIOMATERIAL_PROVIDER,aliquot,identified_by,replicate,strain,Other,Cultivar,env_broad_scale,env_local_scale,env_medium,ecotype,treatment,ExtendedName,isol_growth_condt,lab_identifier,altitude,Diet,fragment_length (exp),unique,source_name,tmp,Sample_name,sample_type,Developmental_Stage,GEO_Accession (exp),replicate_num,env_biome,specimen_voucher,temp,host_tissue_sampled,PHENOTYPE,common_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,ena_first_public,ena_last_update,Scientific_Name,Development_stage,Organism_part,SampleIdentifier,project_name,specimen_with_known_storage_state,mean_tethered_flight_distance,time_course_exposure,sampleID,cell_type,host_life_stage,Depth,genotype,store_cond,Birth_date,birth_location,breeding_history,breeding_method,cell_line,cell_subtype,culture_collection,death_date,disease,disease_stage,growth_protocol,health_state,stud_book_number,body_site,label,samp_mat_process,tissue_type,Authors,gender,barcoding_center,collecting_institution,elevation,GAL,GAL_sample_id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),geographical_location,habitat,identifier_affiliation,lifestage,notes,Original_Collector,sample_collection_device_or_method,sample_derived_from,Sample_ID/FastQ_file_ID,specimen_id,tolid,biological_replicates,Control,agrochem_addition,ArrayExpress-SPECIES,ArrayExpress-STRAIN_OR_LINE,AssemblyName,biosample_accession,chem_administration,collection_method,cur_vegetation,ENA_first_public
SRR10345445,RNA-Seq,200,3809193000,PRJNA579505,SAMN13112871,2144330189,EMBRAPA GENETIC RESOURCES AND BIOTECHNOLOGY,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7055315,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2020-10-20T00:00:00Z,HarmGutTobacco,SRP226969,2019-10-25T12:06:00Z,1,HAT2,Invertebrate,uncalculated,uncalculated,missing,missing,Gut,,Nicotiana benthamiana,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10345446,RNA-Seq,200,3708944600,PRJNA579505,SAMN13112870,2114815784,EMBRAPA GENETIC RESOURCES AND BIOTECHNOLOGY,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7055314,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2020-10-20T00:00:00Z,HarmGutCotton,SRP226969,2019-10-25T12:06:00Z,1,HAC2,Invertebrate,uncalculated,uncalculated,missing,missing,Gut,,Gossypium hirsutum,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10345447,RNA-Seq,200,2126301800,PRJNA579505,SAMN13112869,1194916671,EMBRAPA GENETIC RESOURCES AND BIOTECHNOLOGY,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7055313,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2020-10-20T00:00:00Z,HarmGutSoybean,SRP226969,2019-10-25T12:02:00Z,1,HAS2,Invertebrate,uncalculated,uncalculated,missing,missing,Gut,,Glycine max,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10345448,RNA-Seq,200,3552700800,PRJNA579505,SAMN13112871,2004069627,EMBRAPA GENETIC RESOURCES AND BIOTECHNOLOGY,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7055312,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2020-10-20T00:00:00Z,HarmGutTobacco,SRP226969,2019-10-25T12:06:00Z,1,HAT1,Invertebrate,uncalculated,uncalculated,missing,missing,Gut,,Nicotiana benthamiana,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10345449,RNA-Seq,200,5153589800,PRJNA579505,SAMN13112870,2946305270,EMBRAPA GENETIC RESOURCES AND BIOTECHNOLOGY,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7055311,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2020-10-20T00:00:00Z,HarmGutCotton,SRP226969,2019-10-25T12:13:00Z,1,HAC1,Invertebrate,uncalculated,uncalculated,missing,missing,Gut,,Gossypium hirsutum,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10345450,RNA-Seq,200,3171249600,PRJNA579505,SAMN13112869,1807891738,EMBRAPA GENETIC RESOURCES AND BIOTECHNOLOGY,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7055310,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Helicoverpa armigera,ILLUMINA,2020-10-20T00:00:00Z,HarmGutSoybean,SRP226969,2019-10-25T12:06:00Z,1,HAS1,Invertebrate,uncalculated,uncalculated,missing,missing,Gut,,Glycine max,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098486,AMPLICON,370,1112487,PRJDB5943,SAMD00085558,601607,UT_COB,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",DRX091973,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085558,DRP005266,2019-07-12T17:41:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-011.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098487,AMPLICON,372,1118394,PRJDB5943,SAMD00085559,597436,UT_COB,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",DRX091974,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085559,DRP005266,2019-07-12T17:40:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-012.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098488,AMPLICON,365,1097356,PRJDB5943,SAMD00085560,594189,UT_COB,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",DRX091975,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085560,DRP005266,2019-07-12T17:40:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-013.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098489,AMPLICON,363,1089290,PRJDB5943,SAMD00085561,586877,UT_COB,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",DRX091976,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085561,DRP005266,2019-07-12T17:39:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-014.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098490,AMPLICON,366,1100603,PRJDB5943,SAMD00085562,585275,UT_COB,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",DRX091977,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085562,DRP005266,2019-07-12T17:38:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-015.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098491,AMPLICON,370,1111864,PRJDB5943,SAMD00085563,598204,UT_COB,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",DRX091978,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085563,DRP005266,2019-07-12T17:38:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-016.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098492,AMPLICON,370,78547,PRJDB5943,SAMD00085564,119306,UT_COB,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",DRX091979,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085564,DRP005266,2019-07-12T17:40:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-017.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098493,AMPLICON,364,1094503,PRJDB5943,SAMD00085565,592249,UT_COB,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",DRX091980,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085565,DRP005266,2019-07-12T17:38:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-018.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098494,AMPLICON,371,1115355,PRJDB5943,SAMD00085566,602116,UT_COB,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",DRX091981,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085566,DRP005266,2019-07-12T17:40:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-019.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR098495,AMPLICON,371,1114403,PRJDB5943,SAMD00085567,599919,UT_COB,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",DRX091982,Illumina MiSeq,SINGLE,PCR,METAGENOMIC,insect metagenome,ILLUMINA,2019-07-12T00:00:00Z,SAMD00085567,DRP005266,2019-07-12T17:39:00Z,1,,MIMS.me.host-associated,Japan,Asia,Japan,6/10/2016,,,Helicoverpa armigera,,,,,missing,,,,,,,,,,missing,missing,gut,,,,,,,,,,,,Kuraishi-020.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,Gut microbiota of a number of Drosophila mutant strains and insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441338,AMPLICON,716,716,PRJNA478164,SAMN09500745,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4311966,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq19,SRP151430,2018-06-27T12:54:00Z,1,Harmseq19,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,29.938 N 77.965 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,270.2 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441339,AMPLICON,716,716,PRJNA478164,SAMN09500746,50436,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4311965,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq20,SRP151430,2018-06-27T12:54:00Z,1,Harmseq20,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,30.313 N 78.359 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,1861.0 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441340,AMPLICON,716,716,PRJNA478164,SAMN09500741,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4311964,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq15,SRP151430,2018-06-27T12:54:00Z,1,Harmseq15,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Tomato,Plant,Not applicable,Larval,,29.383 N 79.619 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,1601.1 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441341,AMPLICON,716,716,PRJNA478164,SAMN09500742,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4311963,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq16,SRP151430,2018-06-27T12:54:00Z,1,Harmseq16,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Rose,Plant,Not applicable,Larval,,30.545 N 79.067 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,1713.6 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441342,AMPLICON,716,716,PRJNA478164,SAMN09500743,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4311962,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq17,SRP151430,2018-06-27T12:54:00Z,1,Harmseq17,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,29.014 N 79.483 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,227.7 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441343,AMPLICON,716,716,PRJNA478164,SAMN09500744,50436,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4311961,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq18,SRP151430,2018-06-27T12:54:00Z,1,Harmseq18,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,30.549 N 78.336 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,904.6 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441344,AMPLICON,714,714,PRJNA478164,SAMN09500737,50440,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4311960,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq11,SRP151430,2018-06-27T12:54:00Z,1,Harmseq11,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Maize,Plant,Not applicable,Larval,,29.01 N 79.48 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,227.7 m,,,,,,,,,,,Tarai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441345,AMPLICON,716,716,PRJNA478164,SAMN09500738,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4311959,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq12,SRP151430,2018-06-27T12:54:00Z,1,Harmseq12,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,30.012 N 79.555 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,1852.4 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441346,AMPLICON,716,716,PRJNA478164,SAMN09500739,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4311958,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq13,SRP151430,2018-06-27T12:54:00Z,1,Harmseq13,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,29.182 N 79.002 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,229.2 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441347,AMPLICON,716,716,PRJNA478164,SAMN09500740,50436,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4311957,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq14,SRP151430,2018-06-27T12:54:00Z,1,Harmseq14,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Tomato,Plant,Not applicable,Larval,,30.08 N 80.36 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,1514.12 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441348,AMPLICON,716,716,PRJNA478164,SAMN09500748,50432,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4311956,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq22,SRP151430,2018-06-27T12:54:00Z,1,Harmseq22,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,30.31 N 78.03 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,436 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441349,AMPLICON,716,716,PRJNA478164,SAMN09500747,50436,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4311955,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq21,SRP151430,2018-06-27T12:54:00Z,1,Harmseq21,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Wheat,Plant,Not applicable,Larval,,30.180 N 78.212 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,563.1 m,,,,,,,,,,,North western Himalayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7441350,AMPLICON,714,714,PRJNA478164,SAMN09500735,50440,GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4311954,AB SOLiD System 3.0,SINGLE,PCR,GENOMIC,Helicoverpa armigera,ABI_SOLID,2018-06-27T00:00:00Z,Seq9,SRP151430,2018-06-27T12:54:00Z,1,Harmseq9,Invertebrate,India,Asia,India:Uttrakhand,2017,Head and prothracic segment,Not applicable,Tomato,Plant,Not applicable,Larval,,29.01 N 79.48 E,,"M. S. Sai Reddy\, Department of Entomology\,Colloge of Agriculture\, GBPUAT.","Meena Agnihotri\, J.P. Jaiswal\, A. R. N. S. Subbanna",,,,,,,,,,,,,,,227.7 m,,,,,,,,,,,Tarai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
